Feature	Number of Genes	Genes
protein binding	83	NTN1, SRP54, UPF2, TRIM26, YTHDC1, CRELD1, GSTM3, TTK, TCF4, METAP1, RNF187, TRIM44, FMR1, RPL28, WDR6, EIF4G1, LLGL2, RIOK3, HDLBP, NFU1, MRM3, THUMPD3, PRDM10, LAS1L, PRKRA, ADARB1, KAT7, PRKCZ, SRP68, RPS3, ASCC3, ACSF2, RPS15, METTL18, TXLNA, SRPK2, NKAPD1, THAP12, SRPK1, MAGEB2, ZNF276, THAP11, SRSF2, EIF2AK2, DLGAP5, ZC3H7B, RP9, TEFM, BRPF3, ZC2HC1A, PRR3, RPS7, RPS2, SND1, OASL, BLM, TUT7, ZSCAN26, LTV1, TRIM56, STRAP, TRIM16, PSRC1, RPL26L1, EME1, SERBP1, RPL26, LARP4, HUWE1, RPL10A, RPL17, RBM4B, YBX3, RPS14, RPL37A, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
cytosol	68	NTN1, FMNL2, SRP54, UPF2, TRIM26, GSTM3, METAP1, RNF187, RPL35, FMR1, RPL28, RPL10L, WDR6, EIF4G1, LLGL2, RIOK3, HDLBP, NFU1, THUMPD3, PRKRA, ADARB1, SPATS2, KAT7, PRKCZ, SRP68, RPS3, ASCC3, RPS15, METTL18, TXLNA, SRPK2, SRPK1, THAP11, SRSF2, EIF2AK2, DLGAP5, BRPF3, RPS7, RPS2, SND1, OASL, BLM, RPL36, TUT7, ZSCAN26, LTV1, TRIM56, STRAP, TRIM16, PSRC1, SERBP1, RPL26, LARP4, HUWE1, RPL10A, RPL17, RBM4B, YBX3, RPS14, RPL37A, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
RNA binding	54	SRP54, UPF2, YTHDC1, RPL35, FMR1, RPL28, WDR6, EIF4G1, HDLBP, MRM3, CCDC9B, LAS1L, PRKRA, ADARB1, SPATS2, SRP68, RPS3, ASCC3, RPS15, SRPK2, SRPK1, SRSF2, EIF2AK2, ZC3H7B, RP9, TEFM, PRR3, RPS7, RPS2, SND1, OASL, RPL36, TUT7, TRIM56, STRAP, RPL26L1, SERBP1, RPL26, LARP4, HUWE1, RPL10A, RPL17, RBM4B, YBX3, RPS14, RPL37A, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
nucleus	54	SRP54, UPF2, TRIM26, YTHDC1, GSTM3, TTK, TCF4, ZSCAN31, RNF187, FMR1, RPL10L, EIF4G1, HDLBP, NFU1, BBX, PRDM10, PRKRA, ADARB1, KAT7, RPS3, ASCC3, RPS15, METTL18, SRPK2, THAP12, SRPK1, MAGEB2, ZNF276, SRSF2, EIF2AK2, DLGAP5, ZC3H7B, USP16, ZNF800, RP9, BRPF3, RPS7, RPS2, SND1, BLM, ZSCAN26, LTV1, STRAP, SERBP1, HUWE1, RPL10A, RPL17, YBX3, RPL37A, RPL13, RPL18, RPL30, RPL5, RPS8
cytoplasm	54	SRP54, UPF2, TRIM26, GSTM3, TTK, METAP1, RNF187, TRIM44, RPL35, FMR1, RPL28, WDR6, EIF4G1, LLGL2, HDLBP, THUMPD3, PRKRA, ADARB1, SPATS2, PRKCZ, RPS3, RPS15, TXLNA, SRPK2, SRPK1, EIF2AK2, DLGAP5, USP16, RPS7, RPS2, OASL, BLM, RPL36, TUT7, TRIM56, STRAP, TRIM16, PSRC1, SERBP1, RPL26, HUWE1, RPL10A, RPL17, YBX3, RPS14, RPL37A, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
nucleoplasm	34	NTN1, YTHDC1, RNF187, FMR1, NFU1, LAS1L, PRKRA, ADARB1, KAT7, RPS3, ASCC3, RPS15, SRPK2, SRPK1, THAP11, SRSF2, USP16, RPS7, RPS2, OASL, BLM, TUT7, ZSCAN26, LTV1, PSRC1, EME1, RPL26, HUWE1, RBM4B, RPS14, RPL5, RPS10, RPS11, RPS8
membrane	34	CRELD1, TTK, RPL35, FMR1, RPL28, RPL10L, EIF4G1, LAS1L, PRKRA, PRKCZ, RPS3, ASCC3, RPS15, TXLNA, EIF2AK2, RPS7, RPS2, SND1, OASL, RPL36, SERBP1, RPL26, LARP4, HUWE1, RPL10A, RPS14, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
nucleolus	26	SRP54, RPL35, FMR1, THUMPD3, LAS1L, ADARB1, KAT7, SRP68, RPS3, METTL18, SRPK2, RPS7, RPS2, OASL, BLM, RPL36, EME1, RPL26, RBM4B, RPS14, RPL13, RPL18, RPL5, RPS10, RPS11, RPS8
translation	25	RPL35, RPL28, RPL10L, EIF4G1, RPS3, RPS15, EIF2AK2, RPS7, RPS2, RPL36, SRBD1, RPL26, LARP4, RPL10A, RPL17, RPS14, RPL37A, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
structural constituent of ribosome	23	RPL35, RPL28, RPL10L, RPS3, RPS15, RPS7, RPS2, RPL36, SRBD1, RPL26L1, RPL26, RPL10A, RPL17, RPS14, RPL37A, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
