Feature	Number of Genes	Genes
protein binding	12	PPP3CA, MYO1E, TNNC2, SYN2, POC5, PRKAG2, HYPK, PRKAB2, PHKA2, CETN1, CETN2, PTPN4
cytosol	12	PPP3CA, TNNC2, POC5, PRKAG2, MYH14, PRKAB2, PHKA2, CETN1, CETN2, PTPN4, CAMK2N2, PDE1C
nucleoplasm	9	PPP3CA, POC5, PRKAG2, HYPK, PRKAB2, SH3BGRL2, CETN2, PTPN4, CAMK2N2
cytoplasm	7	PPP3CA, MYO1E, HYPK, MYH14, PRKAB2, SH3BGRL2, PTPN4
calmodulin binding	5	PPP3CA, MYO1E, MYH14, PHKA2, PDE1C
calcium ion binding	4	PPP3CA, TNNC2, CETN1, CETN2
plasma membrane	4	PPP3CA, MYO1E, SYN2, PHKA2
ATP binding	4	MYO1E, SYN2, PRKAG2, MYH14
centrosome	4	POC5, CETN1, CETN2, CAMK2N2
centriole	3	POC5, CETN1, CETN2
protein kinase binding	3	PRKAG2, PRKAB2, CAMK2N2
protein dephosphorylation	2	PPP3CA, PTPN4
cytoplasmic side of plasma membrane	2	PPP3CA, PTPN4
Schaffer collateral - CA1 synapse	2	PPP3CA, SYN2
glutamatergic synapse	2	PPP3CA, SYN2
microfilament motor activity	2	MYO1E, MYH14
actin filament binding	2	MYO1E, MYH14
cytoskeleton	2	MYO1E, PTPN4
brush border	2	MYO1E, MYH14
extracellular exosome	2	MYO1E, MYH14
skeletal muscle contraction	2	TNNC2, MYH14
synapse	2	SYN2, CAMK2N2
AMP-activated protein kinase activity	2	PRKAG2, PRKAB2
glycogen metabolic process	2	PRKAG2, PHKA2
negative regulation of protein kinase activity	2	PRKAG2, CAMK2N2
fatty acid biosynthetic process	2	PRKAG2, PRKAB2
cellular response to nutrient levels	2	PRKAG2, PRKAB2
nucleotide-activated protein kinase complex	2	PRKAG2, PRKAB2
nucleus	2	HYPK, PRKAB2
signal transduction	2	PRKAB2, PDE1C
microtubule binding	2	CETN1, CETN2
G-protein beta/gamma-subunit complex binding	2	CETN1, CETN2
heterotrimeric G-protein binding	2	CETN1, CETN2
mitotic cell cycle	2	CETN1, CETN2
nucleotide-excision repair	2	CETN1, CETN2
centriole replication	2	CETN1, CETN2
cell division	2	CETN1, CETN2
photoreceptor connecting cilium	2	CETN1, CETN2
protein serine/threonine phosphatase activity	1	PPP3CA
cyclosporin A binding	1	PPP3CA
myosin phosphatase activity	1	PPP3CA
enzyme binding	1	PPP3CA
calmodulin-dependent protein phosphatase activity	1	PPP3CA
protein-containing complex binding	1	PPP3CA
protein dimerization activity	1	PPP3CA
ATPase binding	1	PPP3CA
molecular function activator activity	1	PPP3CA
G1/S transition of mitotic cell cycle	1	PPP3CA
response to amphetamine	1	PPP3CA
protein import into nucleus	1	PPP3CA
calcium ion transport	1	PPP3CA
brain development	1	PPP3CA
epidermis development	1	PPP3CA
 gene expression	1	PPP3CA
negative regulation of gene expression	1	PPP3CA
transition between fast and slow fiber	1	PPP3CA
cardiac muscle hypertrophy in response to stress	1	PPP3CA
dephosphorylation	1	PPP3CA
negative regulation of signaling	1	PPP3CA
keratinocyte differentiation	1	PPP3CA
 cell migration	1	PPP3CA
calcineurin-NFAT signaling cascade	1	PPP3CA
multicellular organismal response to stress	1	PPP3CA
negative regulation of chromatin binding	1	PPP3CA
wound healing	1	PPP3CA
