Feature	Number of Genes	Genes
protein binding	431	PAAF1, PSMD14, PSMA1, MIDN, ERH, WDR59, UNG, DSC2, DOCK6, CD207, CIAO3, CCNB1, SKP1, CCNB2, PPP6R3, CTIF, PPP2R1A, PPP2R2C, PPP2R5E, DNAJC7, BAG3, TUSC2, EDRF1, IFT122, HSPBP1, TDRKH, PLCB2, DNAJC2, STIP1, CHP1, CTPS1, UBASH3B, TLE3, MIS18A, WIPI2, BLTP3A, LAPTM4A, ARL4C, TLN1, NME2, ADRM1, NME1, CCT3, TARS3, PPP6R1, TBC1D23, TNIP2, RNF167, SNAP29, FAT4, GET4, LONP1, BABAM2, DOK3, GNA12, MLLT10, GPSM2, FBXO45, GNG2, MFAP4, GNAS, DIAPH1, UNC45B, CDC73, ITCH, SMURF1, TAX1BP1, ENTREP3, AAK1, AMPH, CAPZA2, CD2AP, DCTN2, SH3BP1, TWF1, GDI1, GDI2, INPP5A, RAP1GDS1, SYTL4, SCRN1, OSBP2, CLNS1A, DPP8, FARP1, RIOK1, USP15, NUBP1, TRAPPC3, TRAPPC6B, ARPC1B, SH2D4A, IQCJ-SCHIP1, GIGYF2, PRAME, IFT81, G6PD, FLII, DPP9, STAT1, METAP1, ASB7, RNF146, ATF7, RNF187, TRIM44, OSBPL2, CNNM1, CFAP141, MARCHF7, CDC37, CDK1, NCKAP1, HOMER2, AGO1, FYN, NCBP1, PPP1R13L, CYTH3, FMR1, UBE3A, GNE, GSDME, CDR2L, BCAR1, NUBP2, PTPN12, KLHL41, NPLOC4, IRS1, NOB1, MBIP, TRPC4AP, ANKRD27, RPP14, RNF166, SYNRG, RPL28, MLLT3, CEP95, NCK1, KLHL13, ARHGEF5, RRM2, PTGES3, INPP5J, DYNLL2, WDR6, LRRC45, DYNLL1, FMNL1, ATXN7L1, CAP2, TRMT61B, YPEL5, ADA, EIF4G1, RIC8A, TBC1D2B, HDAC7, CDC20, ZDHHC9, SNX18, CDKN3, PIM3, RNASEH1, FNTA, LLGL2, RIOK3, SAMD4B, TAOK2, MAP3K5, GIT1, HSP90AB1, CBL, CBLB, NUAK2, AKT1S1, PDPK1, KPNA6, PIK3R1, GAPVD1, HOMER3, ACVR1B, DYNC1I2, MAST2, SHTN1, HDLBP, HSPA4, NFU1, DBNL, UBE2D3, RPAP2, DSN1, MIOS, SKIC3, SKIC8, VBP1, TXLNA, KCTD12, RABGEF1, BTF3L4, BBS4, STOM, AP3D1, CDPF1, PRPSAP1, RNF31, HDDC3, VCP, ZNF213, SNX9, RABEP2, MARK4, OSTF1, FSD2, GSK3A, MYO9B, AAR2, MAP2K2, AIP, ELP1, CCDC43, ERC1, ZNF598, USP25, DAPK3, EIF2S2, SORBS3, CAMK2D, SKA3, PIDD1, TRIM11, SNX11, RPL23, ZNF263, EIF4A2, YJU2B, CAP1, SPDL1, PSMF1, PNMA1, SCGN, CDK3, OTUD4, LURAP1, NAA10, RRAS, HBS1L, NAA16, EPS8L1, CAPN1, TSPYL5, ATXN2L, KIAA0753, UBAP2, EIF4G3, EPRS1, CRYGD, ZNF785, WDR26, TLN2, VWA8, RAPGEF6, CAMKK1, MVP, CAPN2, CORO2A, MRTFA, PPP6R2, CSNK1A1, PARD6B, IKBKB, AFG2A, PSAT1, FGF13, SAPCD2, EPS15, USP10, STIL, PSME1, PASK, ZNRD2, PIP4K2C, LARP1B, TPRKB, MRAS, ABCE1, LAMTOR5, MON1B, RABGAP1, OPTN, CAPNS2, CAMK2B, AMOTL1, WDR83, DIXDC1, ZC3HAV1, DNAJB9, CCDC103, CCHCR1, RFPL4A, SH3KBP1, DOK4, SHC1, FAM83G, ATXN2, QARS1, TYK2, LRRC4C, NUMB, CALCOCO1, CCDC6, LRRC73, CRYAB, INTS10, FHIP1A, MAP4K5, AHCYL1, VPS11, BBC3, METTL13, AIRIM, MORC2, PER3, MSI2, IMPDH2, SARS1, LRCH3, TACC3, IKBKG, MAGEA1, AMPD2, IKBKE, BFSP2, SPAG5, HSP90AA1, FTSJ1, CIT, FXR2, LDHA, RABL6, CAMSAP2, TRIM39, EIF4A1, DAAM1, TRAF2, PRRC2A, NCAPH, PSMD9, FAM83H, PRPSAP2, BUB1B, PSMA4, PSMA5, PSMA6, PSMB10, PSMB7, PSMB8, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD12, PSMD3, PSMD4, PSMD5, PSMD8, USP14, PYCR3, NEDD4, CUEDC1, EPN1, WWP1, RABEP1, RNF216, CHAF1A, PROX1, STMN1, SUDS3, TBC1D2, AP3S1, ARHGEF18, TGFBR3, CCDC9, KCTD21, EIF3E, EIF3I, PUM2, RBMS1, STAT5A, SPC25, SYCE1, ZFYVE9, TSC22D4, PIH1D1, RPAP3, CCT2, PFDN5, PFDN1, MOV10, CCT6A, CCT7, SHB, PDCL3, PDCD5, PDCL, TXNDC9, CCT8, CCT4, NLRP2, SDCBP, LARS1, ELP3, BIRC2, CLTA, CLTC, LDAF1, MB21D2, TOLLIP, TOM1, ZNF114, EIF3B, EIF3C, EIF3D, EIF3H, EIF3J, EIF3K, EIF3M
cytosol	360	PSMD14, PSMA1, MIDN, WDR59, ALOX12B, DOCK6, CCNB1, SKP1, CCNB2, PPP6R3, CTIF, PPP2R1A, PPP2R2C, PPP2R5E, DNAJC7, BAG3, PLCB2, DNAJC2, STIP1, CTPS1, MIS18A, WIPI2, ARL4C, TLN1, NME2, ADRM1, NME1, CCT3, PPP6R1, TBC1D23, TNIP2, RNF167, SNAP29, GET4, CCT6B, LONP1, BABAM2, GPSM2, GNAS, DIAPH1, UNC45B, CDC73, ITCH, SMURF1, TAX1BP1, AAK1, AMPH, CAPZA2, DCTN2, DCTN6, SH3BP1, TWF1, GDI1, GDI2, RAP1GDS1, OSBP2, CLNS1A, DPP8, FARP1, RIOK1, USP15, NUBP1, TRAPPC3, TRAPPC6B, ARPC1A, ARPC1B, SH2D4A, GIGYF2, G6PD, FLII, DPP9, STAT1, METAP1, ASB7, RNF146, RNF187, OSBPL2, RPL35, MARCHF7, ENO3, CDC37, CDK1, NCKAP1, HOMER2, AGO1, FYN, LPIN2, NCBP1, PPP1R13L, CYTH3, FMR1, UBE3A, GNE, GSDME, BCAR1, NUBP2, PTPN12, KLHL41, NPLOC4, IRS1, NOB1, MBIP, ANKRD27, RPL28, MLLT3, NCK1, KLHL13, ARHGEF5, RRM2, MTO1, RPL10L, AMACR, PTGES3, INPP5J, DYNLL2, WDR6, LRRC45, DYNLL1, FMNL1, KLHL9, ADA, EIF4G1, TBC1D2B, HDAC7, CDC20, ZDHHC9, CDKN3, PIM3, FNTA, LLGL2, RIOK3, SAMD4B, TAOK2, MAP3K5, GIT1, HSP90AB1, CBL, CBLB, AKT1S1, PDPK1, KPNA6, SDSL, PIK3R1, GAPVD1, HOMER3, ACVR1B, DYNC1I2, HDLBP, HSPA4, NFU1, DBNL, UBE2D3, RPAP2, DSN1, MIOS, SKIC3, SKIC8, VBP1, TXLNA, FAM120A, RABGEF1, BBS4, RNF31, VCP, YKT6, ADSL, SNX9, ITPA, RABEP2, MARK4, GSK3A, MYO9B, MAP2K2, AIP, ELP1, CCDC43, ZNF598, USP25, CSNK1A1L, DAPK3, EIF2S2, SORBS3, CAMK2D, SKA3, PIDD1, TRIM11, RPL23, EIF4A2, SPDL1, PSMF1, PNMA1, RIC8B, SCGN, OTUD4, LURAP1, NAA10, HBS1L, NAA16, EPS8L1, PHKA1, CAPN1, IMPDH1, ATXN2L, KIAA0753, EIF4G3, EPRS1, WDR26, RAPGEF6, CAMKK1, MVP, CAPN2, MRTFA, PPP6R2, CSNK1A1, PARD6B, IKBKB, PSAT1, FGF13, SAPCD2, EPS15, USP10, EHBP1, STIL, PSME1, PASK, ABHD10, PIP4K2C, LARP1B, TPRKB, ABCE1, LAMTOR5, RABGAP1, OPTN, CAPNS2, ALAD, CAMK2B, AMOTL1, DIXDC1, ZC3HAV1, ELP2, ADCY9, CCHCR1, RFPL4A, SH3KBP1, DOK4, SHC1, FAM83G, ATXN2, QARS1, TYK2, TXLNG, CALCOCO1, CCDC6, URGCP, CRYAB, MAP4K5, AHCYL1, METTL13, AIRIM, CAMKK2, GSTT2B, MORC2, MSI2, IMPDH2, SARS1, KLHDC8B, LRCH3, TACC3, IKBKG, AMPD2, IKBKE, SPAG5, HSP90AA1, FTSJ1, CIT, FXR2, LDHA, RABL6, CAMSAP2, TRIM39, EIF4A1, DAAM1, TRAF2, PRRC2A, NCAPH, PSMD9, BUB1B, KCMF1, PSMA4, PSMA5, PSMA6, PSMB10, PSMB7, PSMB8, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD12, PSMD13, PSMD3, PSMD4, PSMD5, PSMD8, TXNL1, USP14, PYCR3, NEDD4, EPN1, WWP1, RNF216, PROX1, RPS24, STMN1, SUDS3, TBC1D2, ARHGEF18, NEMF, EIF3E, ARHGEF10L, EIF3I, PUM2, RBMS1, RO60, STAT5A, SPC25, ZFYVE9, NXN, RPAP3, CCT2, PFDN5, MOV10, CCT6A, CCT7, SHB, PDCL3, PDCD5, PDCL, TXNDC9, CCT8, CCT4, NLRP2, SDCBP, LARS1, MARS1, ELP3, BIRC2, CLTA, CLTC, TOLLIP, TOM1, EIF3B, EIF3C, EIF3D, EIF3H, EIF3J, EIF3K, EIF3M
cytoplasm	236	PSMA1, MIDN, ANKRD13D, CCNB1, SKP1, CCNB2, PPP2R1A, PPP2R5E, DNAJC7, BAG3, IFT122, DNAJC2, CHP1, CTPS1, UBASH3B, ARL4C, NME2, NME1, NRBP2, TARS3, RNF167, SNAP29, GET4, BABAM2, DOK3, GNA12, GPSM2, FBXO45, DIAPH1, UNC45B, ITCH, SMURF1, TRIM35, CD2AP, DCTN2, TWF1, GDI1, GDI2, SCRN1, DPP8, USP15, TRAPPC3, TRAPPC6B, SH2D4A, IQCJ-SCHIP1, PRAME, IFT81, G6PD, FLII, STAT1, METAP1, RNF146, ATF7, RNF187, TRIM44, RPL35, CDC37, CDK1, HOMER2, AGO1, NCBP1, FMR1, GNE, GSDME, CDR2L, BCAR1, PTPN12, KLHL41, IRS1, RNF166, SYNRG, RPL28, CEP95, NCK1, ARHGEF5, AMACR, INPP5J, WDR6, DYNLL1, CAP2, EIF4G1, RIC8A, HDAC7, PIM3, RNASEH1, FNTA, LLGL2, TAOK2, MAP3K5, HSP90AB1, AKT1S1, PDPK1, PIK3R1, HOMER3, DYNC1I2, MAST2, SHTN1, HDLBP, DBNL, RPAP2, MIOS, SKIC3, SKIC8, VBP1, TXLNA, PRPSAP1, PDZRN3, NACA2, VCP, YKT6, SNX9, ITPA, MARK4, GSK3A, MYO9B, AIP, ELP1, ERC1, CSNK1A1L, DAPK3, EIF2S2, CAMK2D, PIDD1, TRIM11, RPL23, CAP1, PNMA1, RIC8B, SCGN, CDK3, LURAP1, NAA10, NAA16, CAPN1, IMPDH1, UBAP2, EPRS1, CRYGD, IQSEC2, WDR26, TLN2, VWA8, CAMKK1, MVP, CAPN2, MRTFA, CSNK1A1, IKBKB, AFG2A, PSAT1, FGF13, EPS15, USP10, STIL, PSME1, PASK, TPRKB, ABCE1, MON1B, OPTN, SMAP1, CAMK2B, RPS6KB2, DNAJB9, ELP2, CCDC103, RFPL4A, SH3KBP1, DOK4, ATXN2, QARS1, TYK2, NUMB, CRYAB, MAP4K5, AHCYL1, METTL13, AIRIM, GSTT2B, MORC2, PER3, MSI2, IMPDH2, SARS1, KLHDC8B, LRCH3, TACC3, IKBKG, MAGEA1, IKBKE, SPAG5, HSP90AA1, FTSJ1, FXR2, RABL6, TRIM39, EIF4A1, PSMD9, FAM83H, PRPSAP2, BUB1B, PSMA4, PSMA5, PSMA6, PSMB7, PSMC2, PSMC5, PSMD12, TXNL1, NEDD4, WWP1, PROX1, RPS24, STMN1, TGFBR3, EIF3E, PUM2, TSC22D4, PIH1D1, PFDN5, PFDN1, CCT6A, CCT7, PDCL3, PDCD5, PDCL, TXNDC9, CCT8, NLRP2, SDCBP, LARS1, MARS1, ELP3, BIRC2, TOLLIP, TOM1
nucleus	196	PSMD14, PSMA1, MIDN, ERH, UNG, CCNB1, SKP1, CCNB2, PPP6R3, PPP2R1A, PPP2R5E, BAG3, EDRF1, DNAJC2, STIP1, CHP1, UBASH3B, TLE3, MIS18A, ARL4C, NME2, NME1, TARS3, PPP6R1, BABAM2, MLLT10, FBXO45, DIAPH1, CDC73, TRIM35, SH3BP1, RAP1GDS1, SCRN1, CLNS1A, USP15, NUBP1, ARPC1A, ARPC1B, ZC3H7A, PRAME, G6PD, FLII, DPP9, STAT1, RNF146, ATF7, RNF187, MARCHF7, CDK1, AGO1, FYN, LPIN2, NCBP1, PPP1R13L, FMR1, UBE3A, NUBP2, PTPN12, NPLOC4, IRS1, MLLT3, NCK1, ARHGEF5, RRM2, RPL10L, PTGES3, DYNLL2, DYNLL1, YPEL5, EIF4G1, HDAC7, CDKN3, SAMD4B, HSP90AB1, PDPK1, KPNA6, PIK3R1, HDLBP, HSPA4, NFU1, UBE2D3, RPAP2, SKIC3, SKIC8, VBP1, FAM120A, BBS4, NACA2, VCP, ZNF213, FSD2, GSK3A, MAP2K2, ELP1, USP25, CSNK1A1L, DAPK3, EIF2S2, SORBS3, CAMK2D, PIDD1, ZNF263, PRR12, SPDL1, SCGN, CDK3, OTUD4, NAA10, NAA16, IMPDH1, TSPYL5, UBAP2, CRYGD, ZNF785, WDR26, MVP, CAPN2, MRTFA, PPP6R2, CSNK1A1, PARD6B, IKBKB, FGF13, USP10, PASK, LARP1B, TPRKB, OPTN, ALAD, ZC3HAV1, CCHCR1, FAM83G, TYK2, CALCOCO1, URGCP, CRYAB, INTS10, METTL13, AIRIM, MORC2, PER3, IMPDH2, SARS1, IKBKG, MAGEA1, IKBKE, HSP90AA1, CIT, FXR2, LDHA, RABL6, TRIM39, EIF4A1, PSMD9, PSMA4, PSMA5, PSMA6, PSMB10, PSMB7, PSMB8, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD13, PSMD3, PSMD4, PSMD8, TXNL1, NEDD4, EPN1, WWP1, RNF216, CHAF1A, PROX1, RPS24, SUDS3, NEMF, EIF3E, RBMS1, STAT5A, SPC25, TSC22D4, NXN, PIH1D1, PFDN5, MOV10, PDCD5, TXNDC9, SDCBP, ELP3, BIRC2, ZNF114, EIF3K
nucleoplasm	129	PSMD14, PSMA1, UNG, CCNB1, SKP1, PPP6R3, DNAJC7, BAG3, DNAJC2, TLE3, MIS18A, WIPI2, ADRM1, TNIP2, GET4, LONP1, BABAM2, MLLT10, CDC73, ITCH, SMURF1, CLNS1A, RIOK1, USP15, PRAME, FLII, STAT1, RNF146, ATF7, RNF187, CDK1, AGO1, NCBP1, PPP1R13L, CYTH3, FMR1, PTPN12, KLHL41, NPLOC4, IRS1, NOB1, MBIP, RPP14, MLLT3, ARHGEF5, PTGES3, LRRC45, HDAC7, CDC20, TAOK2, HSP90AB1, CBLB, AKT1S1, KPNA6, NFU1, UBE2D3, RPAP2, DSN1, MIOS, SKIC3, SKIC8, VCP, ITPA, AIP, DAPK3, CAMK2D, PIDD1, TRIM11, RPL23, PSMF1, PNMA1, WDR26, CAMKK1, MRTFA, SAPCD2, USP10, EHBP1, STIL, PSME1, PIP4K2C, OPTN, CAMK2B, RPS6KB2, ELP2, RFPL4A, CRYAB, INTS10, AIRIM, CAMKK2, GSTT2B, MORC2, IKBKG, IKBKE, HSP90AA1, TRAF2, PRRC2A, NCAPH, PSMD9, PSMA4, PSMA5, PSMA6, PSMB10, PSMB7, PSMB8, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD12, PSMD13, PSMD3, PSMD4, PSMD5, PSMD8, RNF216, PROX1, RPS24, SUDS3, TBC1D2, EIF3E, RO60, STAT5A, SHB, PDCL3, CCT8, CCT4, SDCBP
plasma membrane	118	ANKRD13D, DSC2, CD207, PPP6R3, PLCB2, CHP1, CPNE5, ARL4C, TLN1, ADRM1, RNF167, SNAP29, FAT4, PCDHA12, DOK3, GNA12, GNG2, DIAPH1, ITCH, SMURF1, AMPH, CD2AP, INPP5A, SYTL4, CLNS1A, NUBP1, IQCJ-SCHIP1, PRAME, RNF146, CNNM1, MARCHF7, ENO3, HOMER2, FYN, CYTH3, GSDME, BCAR1, KLHL41, IRS1, TRPC4AP, ANKRD27, NCK1, ARHGEF5, AMACR, INPP5J, DYNLL2, WDR6, LRRC45, DYNLL1, FMNL1, CAP2, ADA, RIC8A, SNX18, FNTA, LLGL2, HSP90AB1, CBL, CBLB, PDPK1, PIK3R1, GAPVD1, HOMER3, ACVR1B, MAST2, HDLBP, DBNL, UBE2D3, FAM120A, STOM, YKT6, SNX9, AIP, CAP1, RIC8B, RRAS, EPS8L1, PHKA1, CAPN1, EPRS1, TLN2, RAPGEF6, CAPN2, PARD6B, FGF13, EPS15, EHBP1, SDK1, PIP4K2C, MRAS, SMAP1, CAPNS2, AMOTL1, ADCY9, SH3KBP1, SHC1, LRRC4C, NUMB, MAP4K5, IL1RAP, MAGEA1, BFSP2, HSP90AA1, DAAM1, PRRC2A, KCMF1, USP14, NEDD4, EPN1, WWP1, TBC1D2, ARHGEF18, TGFBR3, SHB, SDCBP, CLTA, CLTC, TOM1
extracellular exosome	96	PSMA1, DSC2, PPP2R1A, DNAJC7, CHP1, CPNE5, TLN1, NME2, NME1, CCT3, FAT4, GNG2, GNAS, ITCH, SMURF1, TAX1BP1, CAPZA2, CD2AP, DCTN2, GDI2, RAP1GDS1, ARPC1A, ARPC1B, G6PD, ENO3, CDC37, CDK1, NCKAP1, RPL28, MLLT3, SOGA1, FMNL1, SNX18, CTSA, HSP90AB1, HSPA4, DBNL, UBE2D3, STOM, VCP, SNX9, RPL23, CAP1, RRAS, HBS1L, NAA16, EPS8L1, CAPN1, MVP, CAPN2, PARD6B, PSAT1, PSME1, PIP4K2C, ALAD, DNAJB9, TYK2, CRYAB, AHCYL1, GSTT2B, IMPDH2, SARS1, HSP90AA1, LDHA, EIF4A1, PRRC2A, PSMA4, PSMA5, PSMA6, PSMB8, PSMC5, PSMC6, PSMD12, PSMD3, USP14, NEDD4, WWP1, STMN1, ARHGEF18, TGFBR3, EIF3E, EIF3I, CCT2, CCT6A, CCT7, PDCD5, CCT8, CCT4, SDCBP, MARS1, CLTC, TOLLIP, TOM1, ZNF114, EIF3B, EIF3H
membrane	95	CCNB1, CCNB2, PPP2R1A, DNAJC7, BAG3, IFT122, CTPS1, WIPI2, NME1, LONP1, GNG2, GNAS, ITCH, ENTREP3, CAPZA2, DCTN2, GDI2, INPP5A, OSBP2, GIGYF2, G6PD, OSBPL2, RPL35, ENO3, CDK1, FMR1, GSDME, ANKRD27, RPL28, RPL10L, DYNLL2, DYNLL1, FMNL1, ADA, EIF4G1, CTSA, GIT1, HSP90AB1, PDPK1, KPNA6, NTPCR, PIK3R1, DBNL, TXLNA, FAM120A, STOM, AP3D1, MYO9B, CAMK2D, SNX11, RPL23, PSMF1, NAA10, HBS1L, CAPN1, ATXN2L, EPRS1, MVP, CSNK1A1, EPS15, ABCE1, ADCY9, ATXN2, LAYN, LRRC4C, IL1RAP, IMPDH2, HSP90AA1, CIT, FXR2, LDHA, EIF4A1, DAAM1, PRRC2A, NCAPH, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD12, PSMD13, PSMD3, RPS24, STMN1, EIF3E, SDCBP, MARS1, CLTA, CLTC, TOM1, EIF3D, EIF3H, EIF3K
ATP binding	77	CTPS1, NME2, NME1, NRBP2, CCT3, TARS3, CCT6B, LONP1, AAK1, TWF1, RIOK1, NUBP1, CDK1, FYN, GNE, NUBP2, EIF4G1, PIM3, RIOK3, TAOK2, MAP3K5, HSP90AB1, NUAK2, PDPK1, NTPCR, ACVR1B, MAST2, HSPA4, UBE2D3, VCP, MARK4, GSK3A, MYO9B, MAP2K2, CSNK1A1L, DAPK3, CAMK2D, EIF4A2, CDK3, EPRS1, VWA8, CAMKK1, CSNK1A1, IKBKB, AFG2A, PASK, PIP4K2C, ABCE1, CAMK2B, RPS6KB2, ADCY9, QARS1, TYK2, MAP4K5, CAMKK2, MORC2, SARS1, IKBKE, HSP90AA1, CIT, EIF4A1, BUB1B, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, CCT2, MOV10, CCT6A, CCT7, CCT8, CCT4, NLRP2, LARS1, MARS1
RNA binding	70	PSMA1, ERH, CTIF, TDRKH, DNAJC2, STIP1, NME1, CCT3, DIAPH1, GDI2, CLNS1A, GIGYF2, ZC3H7A, RPL35, AGO1, NCBP1, FMR1, RPL28, MTO1, WDR6, EIF4G1, RNASEH1, SAMD4B, HSP90AB1, NTPCR, HDLBP, CCDC9B, FAM120A, KCTD12, VCP, ZNF598, EIF2S2, RPL23, EIF4A2, OTUD4, IMPDH1, ATXN2L, UBAP2, EIF4G3, USP10, LARP1B, ZC3HAV1, ATXN2, AHCYL1, MSI2, IMPDH2, HSP90AA1, FXR2, EIF4A1, PRRC2A, PSMA6, PSMC1, PSMD4, RPS24, CCDC9, EIF3E, EIF3I, PUM2, RBMS1, RO60, MOV10, CCT6A, CCT4, PUSL1, CLTC, EIF3B, EIF3C, EIF3D, EIF3H, EIF3K
