Feature	Number of Genes	Genes
protein binding	4	PIK3CA, BMPR1A, IFNLR1, CALCOCO2
plasma membrane	3	PIK3CA, BMPR1A, IFNLR1
membrane	3	BMPR1A, IFNLR1, CALCOCO2
protein serine/threonine kinase activity	2	PIK3CA, BMPR1A
ATP binding	2	PIK3CA, BMPR1A
angiogenesis	2	PIK3CA, BMPR1A
negative regulation of gene expression	2	PIK3CA, BMPR1A
 cellular respiration	2	PIK3CA, IFNLR1
cytoplasm	2	PIK3CA, CALCOCO2
cytosol	2	PIK3CA, CALCOCO2
perinuclear region of cytoplasm	2	PIK3CA, CALCOCO2
protein homodimerization activity	2	BMPR1A, CALCOCO2
metal ion binding	2	BMPR1A, CALCOCO2
kinase activity	1	PIK3CA
1-phosphatidylinositol-3-kinase activity	1	PIK3CA
phosphatidylinositol 3-kinase activity	1	PIK3CA
1-phosphatidylinositol-4-phosphate 3-kinase activity	1	PIK3CA
protein serine/threonine kinase activator activity	1	PIK3CA
insulin receptor substrate binding	1	PIK3CA
phosphatidylinositol-4,5-bisphosphate 3-kinase activity	1	PIK3CA
phosphatidylinositol-3,4-bisphosphate 5-kinase activity	1	PIK3CA
protein serine kinase activity	1	PIK3CA
liver development	1	PIK3CA
vasculature development	1	PIK3CA
glucose metabolic process	1	PIK3CA
phagocytosis	1	PIK3CA
epidermal growth factor receptor signaling pathway	1	PIK3CA
 lamellipodium assembly	1	PIK3CA
phosphatidylinositol 3-kinase signaling	1	PIK3CA
response to activity	1	PIK3CA
response to muscle inactivity	1	PIK3CA
negative regulation of macroautophagy	1	PIK3CA
phosphorylation	1	PIK3CA
cell migration	1	PIK3CA
actin cytoskeleton organization	1	PIK3CA
platelet activation	1	PIK3CA
negative regulation of actin filament depolymerization	1	PIK3CA
T cell costimulation	1	PIK3CA
 TOR signaling	1	PIK3CA
 peptidyl-serine phosphorylation	1	PIK3CA
response to muscle stretch	1	PIK3CA
phosphatidylinositol-3-phosphate biosynthetic process	1	PIK3CA
insulin receptor signaling pathway via phosphatidylinositol 3-kinase	1	PIK3CA
vascular endothelial growth factor signaling pathway	1	PIK3CA
 multicellular organism growth	1	PIK3CA
response to leucine	1	PIK3CA
anoikis	1	PIK3CA
protein kinase B signaling	1	PIK3CA
negative regulation of neuron apoptotic process	1	PIK3CA
endothelial cell migration	1	PIK3CA
