Feature	Number of Genes	Genes
protein binding	8	ATG12, BEGAIN, CEP63, GTF2E2, NAV2, NUMA1, TECPR1, TRAK2
nucleoplasm	5	ATG12, GTF2E2, NAV2, NUMA1, TECPR1
cytosol	5	ATG12, CEP63, GTF2E2, NUMA1, TRAK2
protein-containing complex	3	ATG12, NUMA1, TECPR1
macroautophagy	2	ATG12, TECPR1
negative regulation of innate immune response	2	ATG12, CEP63
 autophagosome maturation	2	ATG12, TECPR1
intracellular membrane-bounded organelle	2	ATG12, TECPR1
cytoplasm	2	BEGAIN, TRAK2
cell division	2	CEP63, NUMA1
spindle pole	2	CEP63, NUMA1
centrosome	2	CEP63, NUMA1
plasma membrane	2	CEP63, TRAK2
neurogenesis	2	NAV2, TRAK2
dendrite	2	NUMA1, TRAK2
autophagosome assembly	1	ATG12
autophagy of mitochondrion	1	ATG12
protein lipidation	1	ATG12
C-terminal protein lipidation	1	ATG12
negative regulation of type I interferon production	1	ATG12
autophagy of nucleus	1	ATG12
negative regulation of defense response to virus	1	ATG12
 viral translation	1	ATG12
autophagosome	1	ATG12
phagocytic vesicle membrane	1	ATG12
phagophore assembly site membrane	1	ATG12
Atg12-Atg5-Atg16 complex	1	ATG12
transferase complex	1	ATG12
 postsynaptic neurotransmitter receptor activity	1	BEGAIN
membrane	1	BEGAIN
synapse	1	BEGAIN
molecular adaptor activity	1	CEP63
DNA damage checkpoint signaling	1	CEP63
centriole replication	1	CEP63
signal transduction in response to DNA damage	1	CEP63
protein stabilization	1	CEP63
spindle assembly	1	CEP63
de novo centriole assembly involved in multi-ciliated epithelial cell differentiation	1	CEP63
negative regulation of protein K63-linked ubiquitination	1	CEP63
centriole	1	CEP63
centriolar satellite	1	CEP63
TFIIH-class transcription factor complex binding	1	GTF2E2
DNA binding	1	GTF2E2
RNA binding	1	GTF2E2
RNA polymerase II general transcription initiation factor activity	1	GTF2E2
transcription by RNA polymerase II	1	GTF2E2
transcription initiation at RNA polymerase II promoter	1	GTF2E2
transcription factor TFIID complex	1	GTF2E2
transcription factor TFIIE complex	1	GTF2E2
nuclear speck	1	GTF2E2
ATP binding	1	NAV2
heparin binding	1	NAV2
ATP hydrolysis activity	1	NAV2
3'-5' DNA helicase activity	1	NAV2
 systemic arterial blood pressure by baroreceptor feedback	1	NAV2
nervous system development	1	NAV2
sensory perception of sound	1	NAV2
sensory perception of smell	1	NAV2
locomotory behavior	1	NAV2
optic nerve development	1	NAV2
glossopharyngeal nerve development	1	NAV2
vagus nerve development	1	NAV2
DNA duplex unwinding	1	NAV2
interstitial matrix	1	NAV2
structural molecule activity	1	NUMA1
microtubule binding	1	NUMA1
tubulin binding	1	NUMA1
protein domain specific binding	1	NUMA1
phosphatidylinositol binding	1	NUMA1
protein-containing complex binding	1	NUMA1
microtubule plus-end binding	1	NUMA1
microtubule minus-end binding	1	NUMA1
dynein complex binding	1	NUMA1
disordered domain specific binding	1	NUMA1
establishment of mitotic spindle orientation	1	NUMA1
microtubule bundle formation	1	NUMA1
nucleus organization	1	NUMA1
 BMP signaling pathway	1	NUMA1
astral microtubule organization	1	NUMA1
 microtubule polymerization	1	NUMA1
 intracellular transport	1	NUMA1
 keratinocyte differentiation	1	NUMA1
meiotic cell cycle	1	NUMA1
 hair follicle development	1	NUMA1
 chromosome segregation	1	NUMA1
anastral spindle assembly	1	NUMA1
 mitotic spindle organization	1	NUMA1
 metaphase plate congression	1	NUMA1
 protein localization to spindle pole body	1	NUMA1
 mitotic spindle elongation	1	NUMA1
 protein localization to cell cortex	1	NUMA1
 chromosome separation	1	NUMA1
 spindle assembly	1	NUMA1
nucleus	1	NUMA1
chromosome	1	NUMA1
spindle	1	NUMA1
spindle microtubule	1	NUMA1
cell cortex	1	NUMA1
lateral plasma membrane	1	NUMA1
nuclear matrix	1	NUMA1
extrinsic component of plasma membrane	1	NUMA1
spindle pole centrosome	1	NUMA1
microtubule plus-end	1	NUMA1
microtubule minus-end	1	NUMA1
neuronal cell body	1	NUMA1
cortical microtubule	1	NUMA1
mitotic spindle astral microtubule	1	NUMA1
extracellular exosome	1	NUMA1
mitotic spindle	1	NUMA1
microtubule bundle	1	NUMA1
mitotic spindle pole	1	NUMA1
lateral cell cortex	1	NUMA1
cell cortex region	1	NUMA1
cytoplasmic microtubule bundle	1	NUMA1
mitotic spindle midzone	1	NUMA1
phosphatidylinositol-3-phosphate binding	1	TECPR1
autophagy	1	TECPR1
autophagosome maturation	1	TECPR1
autophagosome membrane	1	TECPR1
lysosomal membrane	1	TECPR1
cytoplasmic vesicle	1	TECPR1
signaling receptor binding	1	TRAK2
myosin binding	1	TRAK2
GABA receptor binding	1	TRAK2
protein targeting	1	TRAK2
vesicle transport along microtubule	1	TRAK2
mitochondrion distribution	1	TRAK2
anterograde axonal transport of mitochondrion	1	TRAK2
anterograde dendritic transport of mitochondrion	1	TRAK2
mitochondrion	1	TRAK2
early endosome	1	TRAK2
dendrite cytoplasm	1	TRAK2
axon cytoplasm	1	TRAK2
