Feature	Number of Genes	Genes
protein binding	44	OBSL1, TAF1D, LMF2, MZT2A, ARL3, CROCC, MZT2B, RAB15, SPICE1, EEF1AKMT3, CPE, FCHO2, ENKD1, RAB11FIP5, CEP43, PCNT, CEP350, CEP290, ZNF747, CRMP1, COQ9, KLHL21, CEP20, CEP250, KLHL12, CLEC11A, PSMB5, CEP170, PLEKHA6, MTMR9, NUP107, CDK5RAP2, DMBT1, TUBGCP2, RRAGD, CETN3, MAP4K3, RAB11B, ZBED1, RAB11FIP3, CEP152, DYNC2I1, ERCC6L, RABL2B
cytosol	28	OBSL1, TAF1D, MZT2A, CROCC, MZT2B, EEF1AKMT3, FCHO2, TUBG2, CEP43, PCNT, CEP290, CRMP1, KLHL21, PLEKHG3, CEP250, KLHL12, PSMB5, CEP170, MTMR9, NUP107, CDK5RAP2, TUBGCP2, RRAGD, FNDC3A, RAB11B, RAB11FIP3, CEP152, ERCC6L
centrosome	26	OBSL1, MZT2A, ARL3, CROCC, MZT2B, SPICE1, EEF1AKMT3, ENKD1, TUBG2, CEP43, PCNT, CEP350, CEP290, CRMP1, CEP20, CEP250, PSMB5, CEP170, CDK5RAP2, TUBGCP2, RRAGD, CETN3, ZBED1, RAB11FIP3, CEP152, DYNC2I1
cytoplasm	25	OBSL1, ARL3, RAB15, SPICE1, EEF1AKMT3, FCHO2, RMDN1, TUBG2, CEP350, CEP290, CEP170B, CEP20, DNAH14, CLEC11A, PSMB5, MTMR9, CDK5RAP2, DMBT1, RRAGD, CETN3, FNDC3A, MAP4K3, MAP7D3, DYNC2I1, RABL2B
centriole	13	CROCC, SPICE1, ENKD1, CEP43, PCNT, CEP350, CEP290, CEP20, CEP250, CEP170, CETN3, CEP152, RABL2B
nucleoplasm	12	TAF1D, MZT2A, ARL3, MZT2B, EEF1AKMT3, CEP20, PSMB5, TUBGCP2, RRAGD, ZBED1, RAB11FIP3, CEP152
membrane	9	LMF2, PCNT, CEP350, CEP290, NUP107, TUBGCP2, FNDC3A, MAP7D3, ERCC6L
extracellular exosome	9	ARL3, CROCC, RAB15, CPE, CEP250, PSMB5, CDK5RAP2, DMBT1, RAB11B
spindle	8	MZT2A, MZT2B, SPICE1, TUBG2, CEP350, CRMP1, CEP170, MAP7D3
nucleus	8	ARL3, TUBG2, CEP43, CEP350, CEP290, PSMB5, RRAGD, ZBED1
Golgi apparatus	7	OBSL1, ARL3, CPE, RAB11FIP5, CDK5RAP2, FNDC3A, RAB11B
identical protein binding	7	TAF1D, FCHO2, CEP290, CRMP1, CEP20, KLHL12, ZBED1
