Feature	Number of Genes	Genes
protein binding	35	TLE3, BLTP3A, ARL4C, CCT3, LONP1, BABAM2, DOK3, GNA12, MLLT10, GPSM2, FBXO45, GNG2, MFAP4, GNAS, DIAPH1, UNC45B, CDC73, MIOS, SKIC3, SKIC8, VBP1, CCT2, PFDN5, PFDN1, MOV10, CCT6A, CCT7, SHB, PDCL3, PDCD5, PDCL, TXNDC9, CCT8, CCT4, NLRP2
cytosol	27	ARL4C, CCT3, CCT6B, LONP1, BABAM2, GPSM2, GNAS, DIAPH1, UNC45B, CDC73, MIOS, SKIC3, SKIC8, VBP1, CCT2, PFDN5, MOV10, CCT6A, CCT7, SHB, PDCL3, PDCD5, PDCL, TXNDC9, CCT8, CCT4, NLRP2
cytoplasm	22	ARL4C, BABAM2, DOK3, GNA12, GPSM2, FBXO45, DIAPH1, UNC45B, MIOS, SKIC3, SKIC8, VBP1, PFDN5, PFDN1, CCT6A, CCT7, PDCL3, PDCD5, PDCL, TXNDC9, CCT8, NLRP2
nucleus	14	TLE3, ARL4C, BABAM2, MLLT10, FBXO45, DIAPH1, CDC73, SKIC3, SKIC8, VBP1, PFDN5, MOV10, PDCD5, TXNDC9
nucleoplasm	12	TLE3, LONP1, BABAM2, MLLT10, CDC73, MIOS, SKIC3, SKIC8, SHB, PDCL3, CCT8, CCT4
protein folding	11	CCT3, CCT6B, VBP1, CCT2, PFDN5, PFDN1, CCT6A, CCT7, PDCL3, CCT8, CCT4
ATP binding	10	CCT3, CCT6B, LONP1, CCT2, MOV10, CCT6A, CCT7, CCT8, CCT4, NLRP2
unfolded protein binding	10	CCT3, CCT6B, VBP1, CCT2, PFDN5, PFDN1, CCT6A, CCT7, CCT8, CCT4
protein stabilization	10	CCT3, VBP1, CCT2, PFDN5, PFDN1, CCT6A, CCT7, PDCL3, CCT8, CCT4
ATP hydrolysis activity	9	CCT3, CCT6B, LONP1, CCT2, MOV10, CCT6A, CCT7, CCT8, CCT4
protein folding chaperone	9	CCT3, CCT6B, CCT2, PFDN1, CCT6A, CCT7, PDCL3, CCT8, CCT4
extracellular exosome	9	CCT3, GNG2, GNAS, CCT2, CCT6A, CCT7, PDCD5, CCT8, CCT4
chaperone-mediated protein folding	8	CCT3, UNC45B, CCT2, CCT6A, CCT7, PDCL3, CCT8, CCT4
ATP-dependent protein folding chaperone	7	CCT3, CCT6B, CCT2, CCT6A, CCT7, CCT8, CCT4
chaperonin-containing T-complex	7	CCT3, CCT6B, CCT2, CCT6A, CCT7, CCT8, CCT4
plasma membrane	6	ARL4C, DOK3, GNA12, GNG2, DIAPH1, SHB
 telomere maintenance via telomerase	6	CCT3, CCT2, CCT6A, CCT7, CCT8, CCT4
toxin transport	6	CCT3, CCT6B, CCT2, CCT7, CCT8, CCT4
 establishment of protein localization to telomere	6	CCT3, CCT2, CCT6A, CCT7, CCT8, CCT4
 protein localization to Cajal body	6	CCT3, CCT2, CCT6A, CCT7, CCT8, CCT4
 telomerase RNA localization to Cajal body	6	CCT3, CCT2, CCT6A, CCT7, CCT8, CCT4
microtubule	6	CCT3, CCT2, CCT6A, CCT7, CCT8, CCT4
RNA binding	5	CCT3, DIAPH1, MOV10, CCT6A, CCT4
binding of sperm to zona pellucida	5	CCT3, CCT2, CCT7, CCT8, CCT4
cell body	5	CCT3, CCT2, CCT7, CCT8, CCT4
apoptotic process	5	BABAM2, SHB, PDCL3, PDCD5, NLRP2
signal transduction	4	TLE3, BABAM2, SHB, PDCL
zona pellucida receptor complex	4	CCT3, CCT2, CCT8, CCT4
centrosome	4	GPSM2, TXNDC9, CCT8, CCT4
extracellular region	4	FBXO45, MFAP4, CCT2, CCT8
Wnt signaling pathway	3	TLE3, CDC73, SKIC8
identical protein binding	3	BLTP3A, LONP1, GPSM2
GTPase activity	3	ARL4C, GNA12, GNAS
GTP binding	3	ARL4C, GNA12, GNAS
membrane	3	LONP1, GNG2, GNAS
metal ion binding	3	GNA12, MLLT10, GNAS
G protein-coupled receptor signaling pathway	3	GNA12, GPSM2, GNG2
heterotrimeric G-protein complex	3	GNA12, GNG2, GNAS
protein-containing complex	3	MLLT10, GPSM2, PDCL3
amyloid-beta binding	3	VBP1, PFDN5, PFDN1
negative regulation of amyloid fibril formation	3	VBP1, PFDN5, PFDN1
prefoldin complex	3	VBP1, PFDN5, PFDN1
transcription corepressor activity	2	TLE3, PFDN5
negative regulation of DNA-templated transcription	2	TLE3, PFDN5
negative regulation of canonical Wnt signaling pathway	2	TLE3, PFDN5
pore complex assembly	2	CCT3, CCT8
 peptidyl-tyrosine phosphorylation	2	LONP1, PDCL3
chaperone-mediated protein complex assembly	2	LONP1, CCT2
DNA damage response	2	BABAM2, FBXO45
negative regulation of apoptotic process	2	BABAM2, CDC73
cell division	2	BABAM2, GPSM2
secretory granule membrane	2	DOK3, DIAPH1
ficolin-1-rich granule membrane	2	DOK3, DIAPH1
G-protein beta/gamma-subunit complex binding	2	GNA12, GNAS
 cell shape	2	GNA12, DIAPH1
cell differentiation	2	GNA12, UNC45B
 TOR signaling	2	GNA12, MIOS
lateral plasma membrane	2	GNA12, GPSM2
DNA binding	2	MLLT10, PDCD5
 transcription by RNA polymerase II	2	MLLT10, CDC73
cell projection	2	FBXO45, CCT4
adenylate cyclase-activating dopamine receptor signaling pathway	2	GNG2, GNAS
extracellular space	2	MFAP4, MOV10
actin cytoskeleton organization	2	DIAPH1, PDCL3
perinuclear region of cytoplasm	2	UNC45B, PDCL3
transcription elongation by RNA polymerase II	2	CDC73, SKIC8
negative regulation of cell population proliferation	2	CDC73, PDCD5
negative regulation of myeloid cell differentiation	2	CDC73, SKIC8
chromosome, telomeric region	2	CDC73, NLRP2
Cdc73/Paf1 complex	2	CDC73, SKIC8
nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay	2	SKIC3, SKIC8
rescue of stalled ribosome	2	SKIC3, SKIC8
euchromatin	2	SKIC3, SKIC8
Ski complex	2	SKIC3, SKIC8
intracellular membrane-bounded organelle	2	VBP1, NLRP2
 telomerase activity	2	CCT2, CCT4
scaRNA localization to Cajal body	2	CCT2, CCT4
azurophil granule lumen	2	CCT2, CCT8
intermediate filament cytoskeleton	2	PFDN5, CCT8
cytoplasmic ribonucleoprotein granule	2	MOV10, SHB
angiogenesis	2	SHB, PDCL3
 gene expression	2	PDCL3, PDCD5
negative regulation of chaperone-mediated protein folding	2	PDCL3, PDCD5
 cysteine-type endopeptidase activity involved in apoptotic process	2	PDCD5, NLRP2
cilium	2	PDCL, CCT8
cadherin binding	2	TXNDC9, CCT8
animal organ morphogenesis	1	TLE3
negative regulation of cold-induced thermogenesis	1	TLE3
transcription regulator complex	1	TLE3
beta-catenin-TCF complex	1	TLE3
histone deacetylase binding	1	BLTP3A
late endosome	1	BLTP3A
alpha-tubulin binding	1	ARL4C
intracellular protein transport	1	ARL4C
endocytic recycling	1	ARL4C
filopodium	1	ARL4C
cytoskeleton	1	CCT3
mitochondrial promoter sequence-specific DNA binding	1	LONP1
single-stranded DNA binding	1	LONP1
single-stranded RNA binding	1	LONP1
ATP-dependent peptidase activity	1	LONP1
serine-type endopeptidase activity	1	LONP1
PH domain binding	1	LONP1
ADP binding	1	LONP1
insulin receptor substrate binding	1	LONP1
sequence-specific DNA binding	1	LONP1
G-quadruplex DNA binding	1	LONP1
DNA polymerase binding	1	LONP1
mitochondrial genome maintenance	1	LONP1
response to hypoxia	1	LONP1
protein quality control for misfolded or incompletely synthesized proteins	1	LONP1
mitochondrion organization	1	LONP1
response to hormone	1	LONP1
response to aluminum ion	1	LONP1
mitochondrial DNA metabolic process	1	LONP1
cellular response to oxidative stress	1	LONP1
negative regulation of insulin receptor signaling pathway	1	LONP1
proteolysis involved in protein catabolic process	1	LONP1
oxidation-dependent protein catabolic process	1	LONP1
mitochondrion	1	LONP1
mitochondrial matrix	1	LONP1
mitochondrial nucleoid	1	LONP1
peroxisome targeting sequence binding	1	BABAM2
tumor necrosis factor receptor binding	1	BABAM2
polyubiquitin modification-dependent protein binding	1	BABAM2
