Feature	Number of Genes	Genes
protein binding	8	PDPK1, AGRN, CAVIN2, CD44, GRAMD1C, IL7R, SDC2, SDC4
plasma membrane	8	PDPK1, AGRN, CAVIN2, CD44, GRAMD1C, IL7R, SDC2, SDC4
cell migration	4	PDPK1, CD44, SDC2, SDC4
cytosol	4	PDPK1, CAVIN2, CD44, IL7R
focal adhesion	3	PDPK1, CD44, SDC4
Golgi lumen	3	AGRN, SDC2, SDC4
lysosomal lumen	3	AGRN, SDC2, SDC4
extracellular exosome	3	AGRN, CD44, SDC4
cell surface	3	CD44, SDC2, SDC4
cytoplasm	2	PDPK1, CAVIN2
cell projection	2	PDPK1, CD44
signal transduction	2	AGRN, IL7R
extracellular region	2	AGRN, IL7R
collagen-containing extracellular matrix	2	AGRN, SDC2
protein kinase C binding	2	CAVIN2, SDC4
nucleoplasm	2	CAVIN2, IL7R
membrane raft	2	CAVIN2, SDC4
cytokine receptor activity	2	CD44, IL7R
cytokine-mediated signaling pathway	2	CD44, IL7R
identical protein binding	2	SDC2, SDC4
protein serine/threonine kinase activity	1	PDPK1
3-phosphoinositide-dependent protein kinase activity	1	PDPK1
ATP binding	1	PDPK1
phospholipase activator activity	1	PDPK1
protein kinase activator activity	1	PDPK1
phospholipase binding	1	PDPK1
protein serine kinase activity	1	PDPK1
type B pancreatic cell development	1	PDPK1
protein phosphorylation	1	PDPK1
negative regulation of protein kinase activity	1	PDPK1
hyperosmotic response	1	PDPK1
epidermal growth factor receptor signaling pathway	1	PDPK1
insulin receptor signaling pathway	1	PDPK1
 phospholipase activity	1	PDPK1
negative regulation of cardiac muscle cell apoptotic process	1	PDPK1
peptidyl-serine phosphorylation	1	PDPK1
peptidyl-threonine phosphorylation	1	PDPK1
calcium-mediated signaling	1	PDPK1
actin cytoskeleton organization	1	PDPK1
negative regulation of transforming growth factor beta receptor signaling pathway	1	PDPK1
activation of protein kinase B activity	1	PDPK1
cellular response to insulin stimulus	1	PDPK1
negative regulation of toll-like receptor signaling pathway	1	PDPK1
intracellular signal transduction	1	PDPK1
 I-kappaB kinase/NF-kappaB signaling	1	PDPK1
 mast cell degranulation	1	PDPK1
 blood vessel endothelial cell migration	1	PDPK1
 angiogenesis	1	PDPK1
protein autophosphorylation	1	PDPK1
insulin-like growth factor receptor signaling pathway	1	PDPK1
 release of sequestered calcium ion into cytosol	1	PDPK1
cellular response to epidermal growth factor stimulus	1	PDPK1
extrinsic apoptotic signaling pathway	1	PDPK1
 protein localization to plasma membrane	1	PDPK1
 sprouting angiogenesis	1	PDPK1
 vascular endothelial cell proliferation	1	PDPK1
negative regulation of endothelial cell apoptotic process	1	PDPK1
nucleus	1	PDPK1
postsynaptic density	1	PDPK1
membrane	1	PDPK1
cytoplasmic vesicle	1	PDPK1
dystroglycan binding	1	AGRN
structural constituent of cytoskeleton	1	AGRN
extracellular matrix structural constituent	1	AGRN
calcium ion binding	1	AGRN
sialic acid binding	1	AGRN
chondroitin sulfate binding	1	AGRN
laminin binding	1	AGRN
heparan sulfate proteoglycan binding	1	AGRN
cytoskeleton organization	1	AGRN
G protein-coupled acetylcholine receptor signaling pathway	1	AGRN
receptor clustering	1	AGRN
 GTPase activity	1	AGRN
clustering of voltage-gated sodium channels	1	AGRN
 synaptic assembly at neuromuscular junction	1	AGRN
 transcription by RNA polymerase II	1	AGRN
synapse organization	1	AGRN
 filopodium assembly	1	AGRN
basement membrane	1	AGRN
synapse	1	AGRN
phosphatidylserine binding	1	CAVIN2
phospholipid binding	1	CAVIN2
plasma membrane tubulation	1	CAVIN2
caveola	1	CAVIN2
transmembrane signaling receptor activity	1	CD44
collagen binding	1	CD44
