Feature	Number of Genes	Genes
protein binding	10	SNX6, RPS6KC1, COMMD7, BIRC6, VPS35, SNX2, RAB5A, EEA1, SNX1, VPS26A
endosome	8	SNX6, RPS6KC1, BIRC6, VPS35, SNX2, RAB5A, SNX1, VPS26A
cytosol	8	SNX6, BIRC6, VPS35, SNX2, RAB5A, EEA1, SNX1, VPS26A
intracellular protein transport	6	SNX6, VPS35, SNX2, RAB5A, SNX1, VPS26A
lysosome	6	SNX6, RPS6KC1, VPS35, SNX2, SNX1, VPS26A
retrograde transport, endosome to Golgi	5	SNX6, VPS35, SNX2, SNX1, VPS26A
cytoplasm	5	SNX6, SNX2, RAB5A, EEA1, SNX1
retromer complex	5	SNX6, VPS35, SNX2, SNX1, VPS26A
early endosome membrane	5	SNX6, SNX2, RAB5A, EEA1, SNX1
early endosome	5	RPS6KC1, VPS35, RAB5A, EEA1, VPS26A
membrane	5	RPS6KC1, BIRC6, SNX2, EEA1, SNX1
endosome membrane	5	VPS35, SNX2, RAB5A, SNX1, VPS26A
phosphatidylinositol binding	4	SNX6, RPS6KC1, SNX2, SNX1
protein homodimerization activity	4	SNX6, SNX2, EEA1, SNX1
 macroautophagy	3	SNX6, VPS35, VPS26A
retromer, tubulation complex	3	SNX6, SNX2, SNX1
tubular endosome	3	SNX6, VPS35, VPS26A
glutamatergic synapse	3	SNX6, VPS35, EEA1
extracellular exosome	3	VPS35, RAB5A, EEA1
negative regulation of DNA-templated transcription	2	SNX6, COMMD7
nucleus	2	SNX6, BIRC6
protein phosphorylation	2	RPS6KC1, BIRC6
endocytic recycling	2	VPS35, VPS26A
 protein catabolic process	2	VPS35, SNX1
retromer, cargo-selective complex	2	VPS35, VPS26A
neuronal cell body	2	VPS35, RAB5A
epidermal growth factor receptor binding	2	SNX2, SNX1
insulin receptor binding	2	SNX2, SNX1
identical protein binding	2	SNX2, SNX1
cadherin binding	2	SNX2, SNX1
protein heterodimerization activity	2	SNX2, SNX1
transferrin receptor binding	2	SNX2, SNX1
leptin receptor binding	2	SNX2, SNX1
early endosome to Golgi transport	2	SNX2, SNX1
lamellipodium morphogenesis	2	SNX2, SNX1
lamellipodium	2	SNX2, SNX1
protein-containing complex	2	SNX2, SNX1
endocytosis	2	RAB5A, EEA1
modulation by host of viral process	2	RAB5A, EEA1
early endosome to late endosome transport	2	RAB5A, EEA1
intracellular membrane-bounded organelle	2	RAB5A, SNX1
vesicle	2	SNX1, VPS26A
dynactin binding	1	SNX6
type I transforming growth factor beta receptor binding	1	SNX6
negative regulation of epidermal growth factor-activated receptor activity	1	SNX6
negative regulation of transforming growth factor beta receptor signaling pathway	1	SNX6
negative regulation of neuron apoptotic process	1	SNX6
 postsynaptic membrane neurotransmitter receptor levels	1	SNX6
 histamine secretion by mast cell	1	SNX6
cellular response to amyloid-beta	1	SNX6
protein serine/threonine kinase activity	1	RPS6KC1
ATP binding	1	RPS6KC1
protein serine kinase activity	1	RPS6KC1
signal transduction	1	RPS6KC1
NF-kappaB binding	1	COMMD7
negative regulation of NF-kappaB transcription factor activity	1	COMMD7
tumor necrosis factor-mediated signaling pathway	1	COMMD7
