Feature	Number of Genes	Genes
protein binding	11	MALT1, CTPS2, CHP1, CTPS1, DNAAF2, HMGB1, MEIS2, PBX1, PBX2, SPIDR, SWSAP1
nucleus	9	MALT1, CHP1, HMGB1, MEIS2, PBX1, PBX2, PBX3, SWSAP1, ZSCAN20
cytoplasm	6	MALT1, CTPS2, CHP1, CTPS1, DNAAF2, PBX1
 transcription by RNA polymerase II	6	HMGB1, MEIS2, PBX1, PBX2, PBX3, ZSCAN20
RNA polymerase II cis-regulatory region sequence-specific DNA binding	5	MEIS2, PBX1, PBX2, PBX3, ZSCAN20
DNA-binding transcription factor activity, RNA polymerase II-specific	5	MEIS2, PBX1, PBX2, PBX3, ZSCAN20
cytosol	4	MALT1, CTPS2, CTPS1, DNAAF2
DNA-binding transcription activator activity, RNA polymerase II-specific	4	MEIS2, PBX1, PBX2, PBX3
eye development	4	MEIS2, PBX1, PBX2, PBX3
brain development	4	MEIS2, PBX1, PBX2, PBX3
animal organ morphogenesis	4	MEIS2, PBX1, PBX2, PBX3
chromatin	4	MEIS2, PBX1, PBX2, PBX3
identical protein binding	3	MALT1, CTPS2, CTPS1
protein stabilization	3	CHP1, DNAAF2, SWSAP1
DNA-binding transcription factor binding	3	HMGB1, PBX1, PBX2
nucleoplasm	3	HMGB1, PBX1, SPIDR
embryonic organ development	3	PBX1, PBX2, PBX3
neuron development	3	PBX1, PBX2, PBX3
T cell proliferation	2	MALT1, CTPS1
 apoptotic process	2	MALT1, HMGB1
 cysteine-type endopeptidase activity involved in apoptotic process	2	MALT1, HMGB1
innate immune response	2	MALT1, HMGB1
perinuclear region of cytoplasm	2	MALT1, MEIS2
CTP synthase activity	2	CTPS2, CTPS1
ATP binding	2	CTPS2, CTPS1
CTP biosynthetic process	2	CTPS2, CTPS1
glutamine metabolic process	2	CTPS2, CTPS1
pyrimidine nucleobase biosynthetic process	2	CTPS2, CTPS1
'de novo' CTP biosynthetic process	2	CTPS2, CTPS1
cytoophidium	2	CTPS2, CTPS1
endoplasmic reticulum	2	CHP1, HMGB1
endoplasmic reticulum-Golgi intermediate compartment	2	CHP1, HMGB1
plasma membrane	2	CHP1, CPNE5
extracellular exosome	2	CHP1, CPNE5
metal ion binding	2	CPNE5, ZSCAN20
extracellular region	2	DNAAF2, HMGB1
transcription cis-regulatory region binding	2	HMGB1, PBX1
single-stranded DNA binding	2	HMGB1, SWSAP1
negative regulation of transcription by RNA polymerase II	2	HMGB1, MEIS2
DNA binding	2	MEIS2, PBX1
sequence-specific double-stranded DNA binding	2	MEIS2, PBX1
RNA polymerase II transcription regulatory region sequence-specific DNA binding	2	PBX1, PBX2
proximal/distal pattern formation	2	PBX1, PBX2
embryonic limb morphogenesis	2	PBX1, PBX2
transcription regulator complex	2	PBX2, PBX3
double-strand break repair via homologous recombination	2	SPIDR, SWSAP1
protease binding	1	MALT1
endopeptidase activity	1	MALT1
cysteine-type endopeptidase activity	1	MALT1
ubiquitin-protein transferase activity	1	MALT1
peptidase activity	1	MALT1
kinase activator activity	1	MALT1
small molecule binding	1	MALT1
