Feature	Number of Genes	Genes
cytosol	17	BBS4, MARK4, GSK3A, MYO9B, ELP1, CAMK2D, IMPDH1, RAPGEF6, SAPCD2, ABHD10, CAMK2B, ELP2, SHC1, IMPDH2, KLHDC8B, PYCR3, ELP3
protein binding	16	UNG, KCTD12, BBS4, MARK4, GSK3A, MYO9B, ELP1, CAMK2D, RAPGEF6, SAPCD2, ZNRD2, CAMK2B, SHC1, IMPDH2, PYCR3, ELP3
cytoplasm	11	MARK4, GSK3A, MYO9B, ELP1, CAMK2D, IMPDH1, CAMK2B, ELP2, IMPDH2, KLHDC8B, ELP3
nucleus	8	UNG, BBS4, GSK3A, ELP1, CAMK2D, IMPDH1, IMPDH2, ELP3
nucleoplasm	5	UNG, CAMK2D, SAPCD2, CAMK2B, ELP2
ATP binding	5	MARK4, GSK3A, MYO9B, CAMK2D, CAMK2B
mitochondrion	4	UNG, GSK3A, ABHD10, PUSL1
RNA binding	4	KCTD12, IMPDH1, IMPDH2, PUSL1
identical protein binding	4	KCTD12, CAMK2D, CAMK2B, IMPDH2
protein serine kinase activity	4	MARK4, GSK3A, CAMK2D, CAMK2B
protein phosphorylation	4	MARK4, GSK3A, CAMK2D, CAMK2B
 transcription by RNA polymerase II	4	GSK3A, CAMK2D, ELP2, ELP3
centrosome	3	BBS4, MARK4, RAPGEF6
protein serine/threonine kinase activity	3	MARK4, GSK3A, CAMK2D
nervous system development	3	MARK4, GSK3A, CAMK2B
neuron projection	3	MARK4, CAMK2D, CAMK2B
peptidyl-serine phosphorylation	3	GSK3A, CAMK2D, CAMK2B
calmodulin binding	3	MYO9B, CAMK2D, CAMK2B
protein homodimerization activity	3	MYO9B, CAMK2D, CAMK2B
membrane	3	MYO9B, CAMK2D, IMPDH2
tRNA wobble uridine modification	3	ELP1, ELP2, ELP3
 translation	3	ELP1, ELP2, ELP3
elongator holoenzyme complex	3	ELP1, ELP2, ELP3
metal ion binding	3	IMPDH1, IMPDH2, ELP3
negative regulation of apoptotic process	2	UNG, SHC1
microtubule cytoskeleton organization	2	BBS4, MARK4
neuron migration	2	BBS4, ELP3
 cilium assembly	2	BBS4, MARK4
ciliary basal body	2	BBS4, MARK4
tau protein binding	2	MARK4, GSK3A
tau-protein kinase activity	2	MARK4, GSK3A
