Feature	Number of Genes	Genes
nucleoplasm	6	CENPI, CENPO, CENPQ, CENPT, ITGB3BP, CENPN
cytosol	6	CENPI, CENPO, CENPQ, CENPT, ITGB3BP, CENPN
protein binding	5	CENPI, CENPO, CENPQ, CENPT, ITGB3BP
kinetochore	4	CENPI, CENPT, ITGB3BP, CENPN
CENP-A containing chromatin assembly	3	CENPI, ITGB3BP, CENPN
nuclear body	3	CENPI, CENPO, CENPT
chromosome, centromeric region	2	CENPQ, CENPT
nucleus	2	CENPQ, ITGB3BP
chromosome segregation	2	CENPT, CENPN
cell division	2	CENPT, ITGB3BP
mitotic sister chromatid segregation	1	CENPI
sex differentiation	1	CENPI
inner kinetochore	1	CENPI
centromere complex assembly	1	CENPO
Mis6-Sim4 complex	1	CENPO
metaphase plate congression	1	CENPQ
 protein localization to kinetochore	1	CENPQ
actin cytoskeleton	1	CENPQ
DNA binding	1	CENPT
protein heterodimerization activity	1	CENPT
mitotic cell cycle	1	CENPT
chromosome organization	1	CENPT
kinetochore assembly	1	CENPT
oxidoreductase activity	1	DHRS12
 DNA-templated transcription	1	ITGB3BP
apoptotic process	1	ITGB3BP
cell cycle	1	ITGB3BP
cell adhesion	1	ITGB3BP
signal transduction	1	ITGB3BP
cytoplasm	1	ITGB3BP
membrane	1	ITGB3BP
